63,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,David Ferrer,Dustin Brown,David Ferrer,5-7; 6-3; 6-2,R32,154,2,5,55,86,41,55,17,31,4,6,15,58,86,14,3,64,101,40,64,18,37,6,10,14,58,101
64,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Tobias Kamke,Ruben Ramirez Hidalgo,Tobias Kamke,6-1; 6-2,R32,57,3,2,24,39,17,24,9,15,1,2,7,26,39,3,4,25,48,12,25,8,23,2,8,8,20,48
65,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Paolo Lorenzi,Albert Ramos-Vinolas,Paolo Lorenzi,7-6(4); 6-1,R32,106,0,1,49,71,35,49,12,22,3,4,10,47,71,2,2,31,65,23,31,15,34,3,6,9,38,65
66,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Lukas Rosol,Pablo Andujar,Lukas Rosol,6-2; 7-6(2),R32,90,3,4,44,76,30,44,17,32,5,7,10,47,76,0,3,51,75,27,51,10,24,8,12,10,37,75
67,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Mikhail Youzhny,Benjamin Becker,Mikhail Youzhny,4-6; 7-6(3); 6-1,R32,138,5,1,66,103,46,66,21,37,6,8,14,67,103,12,3,45,90,37,45,17,45,2,6,15,54,90
68,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Nikolay Davydenko,Victor Hanescu,Nikolay Davydenko,6-2; 6-3,R32,74,2,0,47,59,33,47,8,12,4,4,9,41,59,1,0,38,49,22,38,3,11,0,3,8,25,49
69,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Simone Bolelli,Daniel Gimeno-Traver,Simone Bolelli,6-3; 6-7(3); 7-6(2),R32,148,6,2,69,101,52,69,21,32,3,4,17,73,101,13,4,75,123,53,75,27,48,8,10,16,80,123
70,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Lukasz Kubot,Feliciano Lopez,Lukasz Kubot,6-4; 6-2,R32,76,7,1,44,59,29,44,8,15,4,6,9,37,59,6,4,29,60,16,29,12,31,4,9,9,28,60
71,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Daniel Brands,Jeremy Chardy,Daniel Brands,6-4; 6-4,R32,69,6,2,43,57,36,43,7,14,2,2,10,43,57,6,6,31,56,24,31,14,25,2,4,10,38,56
72,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Mohamed Safwat,Jabor Mohammed Ali Mutawa,Mohamed Safwat,6-0; 6-0,R32,42,4,1,22,31,19,22,6,9,2,2,6,25,31,0,2,16,31,4,16,3,15,1,7,6,7,31
73,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Gael Monfils,Mousa Shanan Zayed,Gael Monfils,6-0; 6-3,R32,48,3,4,37,51,26,37,6,14,2,4,8,32,51,0,1,30,41,9,30,4,11,3,9,7,13,41
74,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Philipp Kohlschreiber,Ivan Dodig,Philipp Kohlschreiber,7-6(5); 6-1,R32,76,6,0,41,59,34,41,12,18,1,1,10,46,59,7,1,37,61,28,37,11,24,4,6,9,39,61
75,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Viktor Troicki,Bjorn Phau,Viktor Troicki,6-3; 3-6; 6-4,R32,105,7,2,50,81,39,50,19,31,3,4,14,58,81,3,1,50,83,36,50,19,33,7,9,14,55,83
76,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Lukas Lacko,Guillermo Garcia-Lopez,Lukas Lacko,6-1; 2-6; 6-4,R32,115,4,3,43,89,33,43,25,46,5,7,13,58,89,8,3,49,78,33,49,13,29,4,7,12,46,78
77,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Grega Zemlja,Fabio Fognini,Grega Zemlja,6-2; 3-6; 6-4,R32,111,4,3,41,75,27,41,18,34,0,4,13,45,75,2,4,52,94,32,52,18,42,6,12,14,50,94
78,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Richard Gasquet,Jan Hernych,Richard Gasquet,6-3; 6-4,R32,76,6,3,32,60,23,32,17,28,3,4,10,40,60,2,0,32,54,23,32,9,22,1,4,9,32,54
79,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,David Ferrer,Tobias Kamke,David Ferrer,6-3; 6-2,R16,79,2,0,45,61,28,45,11,16,5,6,9,39,61,0,1,30,52,21,30,6,22,2,6,8,27,52
80,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Paolo Lorenzi,Lukas Rosol,Paolo Lorenzi,6-0; 6-4,R16,65,1,0,25,42,20,25,11,17,0,1,8,31,42,2,1,31,56,17,31,8,25,5,10,8,25,56
81,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Nikolay Davydenko,Mikhail Youzhny,Nikolay Davydenko,7-5; 6-3,R16,101,1,1,43,67,33,43,14,24,1,1,11,47,67,3,2,40,74,23,40,21,34,4,6,10,44,74
82,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Simone Bolelli,Lukasz Kubot,Simone Bolelli,2-6; 6-4; 6-4,R16,110,7,2,41,68,33,41,12,27,2,6,14,45,68,6,3,45,85,29,45,22,40,1,5,14,51,85
83,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Daniel Brands,Mohamed Safwat,Daniel Brands,4-6; 6-3; 6-2,R16,102,9,1,56,86,43,56,17,30,4,6,14,60,86,4,1,49,75,37,49,10,26,3,7,13,47,75
84,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Gael Monfils,Philipp Kohlschreiber,Gael Monfils,6-4; 2-6; 6-4,R16,124,10,0,63,94,43,63,15,31,5,7,14,58,94,2,1,52,85,34,52,22,33,6,8,14,56,85
85,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Lukas Lacko,Viktor Troicki,Lukas Lacko,6-3; 7-5,R16,79,5,2,33,59,26,33,15,26,0,1,10,41,59,9,1,44,68,27,44,13,24,5,9,11,40,68
86,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Richard Gasquet,Grega Zemlja,Richard Gasquet,6-7(7); 6-4; 7-6(3),R16,164,14,5,64,117,49,64,31,53,7,8,17,80,117,17,1,84,126,65,84,17,42,4,6,17,82,126
87,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,David Ferrer,Paolo Lorenzi,David Ferrer,6-3; 6-0,Q,62,4,2,30,45,23,30,10,15,0,0,8,33,45,2,2,30,49,17,30,4,19,3,7,7,21,49
88,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Nikolay Davydenko,Simone Bolelli,Nikolay Davydenko,6-1; 6-1,Q,50,0,0,27,37,21,27,7,10,0,0,7,28,37,0,0,20,32,5,20,5,12,0,5,7,10,32
89,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Daniel Brands,Gael Monfils,Daniel Brands,6-1; 7-5,Q,63,5,1,44,61,34,44,11,17,1,2,10,45,61,8,4,36,48,24,36,3,12,1,5,9,27,48
90,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Richard Gasquet,Lukas Lacko,Richard Gasquet,6-1; 6-3,Q,71,8,1,33,51,24,33,9,18,3,4,8,33,51,2,2,32,58,18,32,8,26,5,10,8,26,58
91,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Nikolay Davydenko,David Ferrer,Nikolay Davydenko,6-2; 6-3,S,65,0,0,26,38,22,26,10,12,0,0,8,32,38,0,0,41,56,23,41,6,15,7,11,9,29,56
92,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Richard Gasquet,Daniel Brands,Richard Gasquet,7-5; 7-5,S,98,7,0,44,71,37,44,16,27,3,3,12,53,71,10,1,60,79,43,60,7,19,4,6,12,50,79
93,12/31/2012,Doha Qatar ATP World Tour 250,HARD,2,Richard Gasquet,Nikolay Davydenko,Richard Gasquet,3-6; 7-6(4); 6-3,F,150,5,5,54,90,36,54,20,36,4,7,14,56,90,2,1,82,113,50,82,15,31,9,13,16,65,113
94,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,David Ferrer,N/A Bye,David Ferrer,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Yen-Hsun Lu,Benoit Paire,Yen-Hsun Lu,6-3; 2-6; 6-2,R32,85,6,7,40,66,32,40,11,26,4,7,12,43,66,13,5,40,78,29,40,14,38,2,7,13,43,78
96,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Lukas Lacko,Paolo Lorenzi,Lukas Lacko,6-3; 6-3,R32,70,10,1,32,51,26,32,13,19,3,3,9,39,51,6,3,45,68,27,45,12,23,6,9,9,39,68
97,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Thomaz Bellucci,David Goffin,Thomaz Bellucci,7-6(5); 6-2,R32,74,2,0,32,60,20,32,17,28,1,4,10,37,60,3,2,44,58,27,44,5,14,0,5,10,32,58
98,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Tommy Haas,N/A Bye,Tommy Haas,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Igor Sijsling,Robin Haase,Igor Sijsling,3-6; 6-3; 7-5,R32,97,14,1,65,93,49,65,15,28,1,2,15,64,93,5,1,43,79,38,43,20,36,3,5,15,58,79
100,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Gael Monfils,Benjamin Becker,Gael Monfils,6-7(2); 6-3; 6-4,R32,113,19,6,54,103,42,54,29,49,8,9,16,71,103,5,2,53,89,44,53,17,36,4,7,15,61,89
101,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Greg Jones,Jurgen Melzer,Greg Jones,7-6(7); 6-2,R32,82,11,1,32,56,25,32,21,24,3,3,10,46,56,4,3,51,71,35,51,10,20,3,5,10,45,71
102,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Brian Baker,Jerzy Janowicz,Brian Baker,4-6; 7-6(5); 6-4,R32,137,2,2,61,90,47,61,19,29,0,2,16,66,90,11,10,72,122,52,72,25,50,15,17,16,77,122
103,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Jesse Levine,Daniel King-Turner,Jesse Levine,6-2; 6-2,R32,57,2,1,27,40,23,27,9,13,0,0,8,32,40,2,0,30,51,21,30,5,21,2,6,8,26,51
104,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Olivier Rochus,Albert Ramos-Vinolas,Olivier Rochus,6-2; 5-7; 6-2,R32,134,0,4,50,89,36,50,21,39,6,9,14,57,89,7,1,54,96,37,54,17,42,5,11,14,54,96
105,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Sam Querrey,N/A Bye,Sam Querrey,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Xavier Malisse,Martin Klizan,Xavier Malisse,7-6(4); 3-6; 6-3,R32,122,13,2,51,93,41,51,22,42,2,5,15,63,93,5,4,51,93,32,51,28,42,4,7,15,60,93
107,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Santiago Giraldo,Go Soeda,Santiago Giraldo,6-1; 6-0,R32,41,4,0,29,36,23,29,5,7,0,0,7,28,36,0,1,20,36,11,20,3,16,3,8,6,14,36
108,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Alejandro Falla,Grega Zemlja,Alejandro Falla,6-4; 3-1 RET,R32,48,6,1,25,35,20,25,5,10,0,1,7,25,35,5,2,25,43,18,25,5,18,2,5,7,23,43
109,1/7/2013,Auckland New Zealand ATP World Tour 250,HARD,2,Philipp Kohlschreiber,N/A Bye,Philipp Kohlschreiber,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
